[2026-04-26T00:00:30.751Z] GET https://www.trymore-inc.jp/recruit/ → pending (?ms, ?B)
[2026-04-26T00:11:54.569Z] GET https://www.wildriftfire.com/images/items/stormrazor.png → pending (?ms, ?B)
[2026-04-26T00:11:54.569Z] GET https://www.wildriftfire.com/images/items/terminus.png → pending (?ms, ?B)
[2026-04-26T00:11:54.569Z] GET https://www.wildriftfire.com/images/items/the-collector.png → pending (?ms, ?B)
[2026-04-26T00:11:54.569Z] GET https://www.wildriftfire.com/images/items/trinity-force.png → pending (?ms, ?B)
[2026-04-26T00:11:54.569Z] GET https://www.wildriftfire.com/images/items/wits-end.png → pending (?ms, ?B)
[2026-04-26T00:11:54.569Z] GET https://www.wildriftfire.com/images/items/youmuus-ghostblade.png → pending (?ms, ?B)
[2026-04-26T00:11:54.569Z] GET https://www.wildriftfire.com/images/items/steraks-gage.png → pending (?ms, ?B)
[2026-04-26T00:11:54.569Z] GET https://www.wildriftfire.com/images/items/titanic-hydra.png → pending (?ms, ?B)
[2026-04-26T00:11:54.570Z] GET https://www.wildriftfire.com/images/items/riftmaker.png → pending (?ms, ?B)
[2026-04-26T00:11:54.570Z] GET https://www.wildriftfire.com/images/items/rabadons-deathcap.png → pending (?ms, ?B)
[2026-04-26T00:11:54.570Z] GET https://www.wildriftfire.com/images/items/void-staff.png → pending (?ms, ?B)
[2026-04-26T00:11:54.570Z] GET https://www.wildriftfire.com/images/items/ludens-echo.png → pending (?ms, ?B)
[2026-04-26T00:11:54.570Z] GET https://www.wildriftfire.com/images/items/crown-of-the-shattered-queen.png → pending (?ms, ?B)
[2026-04-26T00:11:54.570Z] GET https://www.wildriftfire.com/images/items/cosmic-drive.png → pending (?ms, ?B)
[2026-04-26T00:11:54.570Z] GET https://www.wildriftfire.com/images/items/archangels-staff.png → pending (?ms, ?B)
[2026-04-26T00:11:54.570Z] GET https://www.wildriftfire.com/images/items/nashors-tooth.png → pending (?ms, ?B)
[2026-04-26T00:11:54.570Z] GET https://www.wildriftfire.com/images/items/morellonomicon.png → pending (?ms, ?B)
[2026-04-26T00:11:54.570Z] GET https://www.wildriftfire.com/images/items/lich-bane.png → pending (?ms, ?B)
[2026-04-26T00:11:54.570Z] GET https://www.wildriftfire.com/images/items/rylais-crystal-scepter.png → pending (?ms, ?B)
[2026-04-26T00:11:54.570Z] GET https://www.wildriftfire.com/images/items/seraphs-embrace.png → pending (?ms, ?B)
[2026-04-26T00:11:54.570Z] GET https://www.wildriftfire.com/images/items/rod-of-ages.png → pending (?ms, ?B)
[2026-04-26T00:11:54.570Z] GET https://www.wildriftfire.com/images/items/malignance.png → pending (?ms, ?B)
[2026-04-26T00:11:54.570Z] GET https://www.wildriftfire.com/images/items/horizon-focus.png → pending (?ms, ?B)
[2026-04-26T00:11:54.570Z] GET https://www.wildriftfire.com/images/items/infinity-orb.png → pending (?ms, ?B)
[2026-04-26T00:11:54.570Z] GET https://www.wildriftfire.com/images/items/mejais-soulstealer.png → pending (?ms, ?B)
[2026-04-26T00:11:54.571Z] GET https://www.wildriftfire.com/images/items/awakened-soulstealer.png → pending (?ms, ?B)
[2026-04-26T00:11:54.571Z] GET https://www.wildriftfire.com/images/items/bandle-fantasy.png → pending (?ms, ?B)
[2026-04-26T00:11:54.571Z] GET https://www.wildriftfire.com/images/items/oceanids-trident.png → pending (?ms, ?B)
[2026-04-26T00:11:54.571Z] GET https://www.wildriftfire.com/images/items/psychic-projector.png → pending (?ms, ?B)
[2026-04-26T00:11:54.571Z] GET https://www.wildriftfire.com/images/items/frozen-heart.png → pending (?ms, ?B)
[2026-04-26T00:11:54.571Z] GET https://www.wildriftfire.com/images/items/dead-mans-plate.png → pending (?ms, ?B)
[2026-04-26T00:11:54.571Z] GET https://www.wildriftfire.com/images/items/force-of-nature.png → pending (?ms, ?B)
[2026-04-26T00:11:54.571Z] GET https://www.wildriftfire.com/images/items/dawnshroud.png → pending (?ms, ?B)
[2026-04-26T00:11:54.571Z] GET https://www.wildriftfire.com/images/items/fimbulwinter.png → pending (?ms, ?B)
[2026-04-26T00:11:54.571Z] GET https://www.wildriftfire.com/images/items/heartsteel.png → pending (?ms, ?B)
[2026-04-26T00:11:54.571Z] GET https://www.wildriftfire.com/images/items/overlords-bloodmail.png → pending (?ms, ?B)
[2026-04-26T00:11:54.571Z] GET https://www.wildriftfire.com/images/items/radiant-virtue.png → pending (?ms, ?B)
[2026-04-26T00:11:54.571Z] GET https://www.wildriftfire.com/images/items/winters-approach.png → pending (?ms, ?B)
[2026-04-26T00:11:54.571Z] GET https://www.wildriftfire.com/images/items/amaranths-twinguard.png → pending (?ms, ?B)
[2026-04-26T00:11:54.571Z] GET https://www.wildriftfire.com/images/items/kaenic-rookern.png → pending (?ms, ?B)
[2026-04-26T00:11:54.572Z] GET https://www.wildriftfire.com/images/items/hollow-radiance.png → pending (?ms, ?B)
[2026-04-26T00:11:54.572Z] GET https://www.wildriftfire.com/images/items/yordle-trap.png → pending (?ms, ?B)
[2026-04-26T00:11:54.572Z] GET https://www.wildriftfire.com/images/items/ardent-censer.png → pending (?ms, ?B)
[2026-04-26T00:11:54.572Z] GET https://www.wildriftfire.com/images/items/harmonic-echo.png → pending (?ms, ?B)
[2026-04-26T00:11:54.572Z] GET https://www.wildriftfire.com/images/items/imperial-mandate.png → pending (?ms, ?B)
[2026-04-26T00:11:54.572Z] GET https://www.wildriftfire.com/images/items/knights-vow.png → pending (?ms, ?B)
[2026-04-26T00:11:54.572Z] GET https://www.wildriftfire.com/images/items/redemption.png → pending (?ms, ?B)
[2026-04-26T00:11:54.572Z] GET https://www.wildriftfire.com/images/items/staff-of-flowing-water.png → pending (?ms, ?B)
[2026-04-26T00:11:54.572Z] GET https://www.wildriftfire.com/images/items/locket.png → pending (?ms, ?B)
[2026-04-26T00:11:54.572Z] GET https://www.wildriftfire.com/images/items/relic-shield.png → pending (?ms, ?B)
[2026-04-26T00:11:54.572Z] GET https://www.wildriftfire.com/images/items/spectral-sickle.png → pending (?ms, ?B)
[2026-04-26T00:11:54.572Z] GET https://www.wildriftfire.com/images/items/berserkers-greaves.png → pending (?ms, ?B)
[2026-04-26T00:11:54.572Z] GET https://www.wildriftfire.com/images/items/mercurys-treads.png → pending (?ms, ?B)
[2026-04-26T00:11:54.572Z] GET https://www.wildriftfire.com/images/items/plated-steelcaps.png → pending (?ms, ?B)
[2026-04-26T00:11:54.572Z] GET https://www.wildriftfire.com/images/items/ionian-boots-of-lucidity.png → pending (?ms, ?B)
[2026-04-26T00:11:54.572Z] GET https://www.wildriftfire.com/images/items/boots-of-mana.png → pending (?ms, ?B)
[2026-04-26T00:11:54.573Z] GET https://www.wildriftfire.com/images/items/gluttonous-greaves.png → pending (?ms, ?B)
[2026-04-26T00:11:54.573Z] GET https://www.wildriftfire.com/images/items/galeforce.png → pending (?ms, ?B)
[2026-04-26T00:11:54.573Z] GET https://www.wildriftfire.com/images/items/glorious.png → pending (?ms, ?B)
[2026-04-26T00:11:54.573Z] GET https://www.wildriftfire.com/images/items/goredrinker.png → pending (?ms, ?B)
[2026-04-26T00:11:54.573Z] GET https://www.wildriftfire.com/images/items/protobelt.png → pending (?ms, ?B)
[2026-04-26T00:11:54.573Z] GET https://www.wildriftfire.com/images/items/quicksilver.png → pending (?ms, ?B)
[2026-04-26T00:11:54.573Z] GET https://www.wildriftfire.com/images/items/stasis.png → pending (?ms, ?B)
[2026-04-26T00:11:54.573Z] GET https://www.wildriftfire.com/images/items/gargoyle.png → pending (?ms, ?B)
[2026-04-26T00:11:54.573Z] GET https://www.wildriftfire.com/images/items/stridebreaker.png → pending (?ms, ?B)
[2026-04-26T00:11:54.573Z] GET https://www.wildriftfire.com/images/items/veil.png → pending (?ms, ?B)
[2026-04-26T00:11:54.583Z] GET https://www.wildriftfire.com/images/runes/electrocute.png → pending (?ms, ?B)
[2026-04-26T00:11:54.583Z] GET https://www.wildriftfire.com/images/runes/aery.png → pending (?ms, ?B)
[2026-04-26T00:11:54.583Z] GET https://www.wildriftfire.com/images/runes/conqueror.png → pending (?ms, ?B)
[2026-04-26T00:11:54.583Z] GET https://www.wildriftfire.com/images/runes/fleet-footwork.png → pending (?ms, ?B)
[2026-04-26T00:11:54.583Z] GET https://www.wildriftfire.com/images/runes/grasp-of-the-undying.png → pending (?ms, ?B)
[2026-04-26T00:11:54.583Z] GET https://www.wildriftfire.com/images/runes/aftershock.png → pending (?ms, ?B)
[2026-04-26T00:11:54.583Z] GET https://www.wildriftfire.com/images/runes/lethal-tempo.png → pending (?ms, ?B)
[2026-04-26T00:11:54.583Z] GET https://www.wildriftfire.com/images/runes/first-strike.png → pending (?ms, ?B)
[2026-04-26T00:11:54.583Z] GET https://www.wildriftfire.com/images/runes/glacial-augment.png → pending (?ms, ?B)
[2026-04-26T00:11:54.583Z] GET https://www.wildriftfire.com/images/runes/arcane-comet.png → pending (?ms, ?B)
[2026-04-26T00:11:54.583Z] GET https://www.wildriftfire.com/images/runes/dark-harvest.png → pending (?ms, ?B)
[2026-04-26T00:11:54.583Z] GET https://www.wildriftfire.com/images/runes/phase-rush.png → pending (?ms, ?B)
[2026-04-26T00:11:54.584Z] GET https://www.wildriftfire.com/images/runes/empowerment.png → pending (?ms, ?B)
[2026-04-26T00:11:54.584Z] GET https://www.wildriftfire.com/images/runes/chain-assault.png → pending (?ms, ?B)
[2026-04-26T00:11:54.584Z] GET https://www.wildriftfire.com/images/runes/sudden-impact.png → pending (?ms, ?B)
[2026-04-26T00:11:54.584Z] GET https://www.wildriftfire.com/images/runes/psychic-wave.png → pending (?ms, ?B)
[2026-04-26T00:11:54.584Z] GET https://www.wildriftfire.com/images/runes/scorch.png → pending (?ms, ?B)
[2026-04-26T00:11:54.584Z] GET https://www.wildriftfire.com/images/runes/shield-bash.png → pending (?ms, ?B)
[2026-04-26T00:11:54.584Z] GET https://www.wildriftfire.com/images/runes/cheap-shot.png → pending (?ms, ?B)
[2026-04-26T00:11:54.584Z] GET https://www.wildriftfire.com/images/runes/empowered-attack.png → pending (?ms, ?B)
[2026-04-26T00:11:54.584Z] GET https://www.wildriftfire.com/images/runes/tyrant.png → pending (?ms, ?B)
[2026-04-26T00:11:54.585Z] GET https://www.wildriftfire.com/images/runes/eyeball-collector.png → pending (?ms, ?B)
[2026-04-26T00:11:54.585Z] GET https://www.wildriftfire.com/images/runes/ingenious-hunter.png → pending (?ms, ?B)
[2026-04-26T00:11:54.585Z] GET https://www.wildriftfire.com/images/runes/zombie-ward.png → pending (?ms, ?B)
[2026-04-26T00:11:54.585Z] GET https://www.wildriftfire.com/images/runes/brutal.png → pending (?ms, ?B)
[2026-04-26T00:11:54.585Z] GET https://www.wildriftfire.com/images/runes/gathering-storm.png → pending (?ms, ?B)
[2026-04-26T00:11:54.585Z] GET https://www.wildriftfire.com/images/runes/triumph.png → pending (?ms, ?B)
[2026-04-26T00:11:54.585Z] GET https://www.wildriftfire.com/images/runes/coup-de-grace.png → pending (?ms, ?B)
[2026-04-26T00:11:54.585Z] GET https://www.wildriftfire.com/images/runes/giant-slayer.png → pending (?ms, ?B)
[2026-04-26T00:11:54.585Z] GET https://www.wildriftfire.com/images/runes/last-stand.png → pending (?ms, ?B)
[2026-04-26T00:11:54.585Z] GET https://www.wildriftfire.com/images/runes/legend-alacrity.png → pending (?ms, ?B)
[2026-04-26T00:11:54.585Z] GET https://www.wildriftfire.com/images/runes/legend-bloodline.png → pending (?ms, ?B)
[2026-04-26T00:11:54.585Z] GET https://www.wildriftfire.com/images/runes/courage-of-the-colossus.png → pending (?ms, ?B)
[2026-04-26T00:11:54.585Z] GET https://www.wildriftfire.com/images/runes/font-of-life.png → pending (?ms, ?B)
[2026-04-26T00:11:54.585Z] GET https://www.wildriftfire.com/images/runes/nullifying-orb.png → pending (?ms, ?B)
[2026-04-26T00:11:54.585Z] GET https://www.wildriftfire.com/images/runes/unshakeable.png → pending (?ms, ?B)
[2026-04-26T00:11:54.585Z] GET https://www.wildriftfire.com/images/runes/loyalty.png → pending (?ms, ?B)
[2026-04-26T00:11:54.586Z] GET https://www.wildriftfire.com/images/runes/second-wind.png → pending (?ms, ?B)
[2026-04-26T00:11:54.586Z] GET https://www.wildriftfire.com/images/runes/overgrowth.png → pending (?ms, ?B)
[2026-04-26T00:11:54.586Z] GET https://www.wildriftfire.com/images/runes/perseverance.png → pending (?ms, ?B)
[2026-04-26T00:11:54.586Z] GET https://www.wildriftfire.com/images/runes/revitalize.png → pending (?ms, ?B)
[2026-04-26T00:11:54.586Z] GET https://www.wildriftfire.com/images/runes/demolish.png → pending (?ms, ?B)
[2026-04-26T00:11:54.586Z] GET https://www.wildriftfire.com/images/runes/hextech-flashtraption.png → pending (?ms, ?B)
[2026-04-26T00:11:54.586Z] GET https://www.wildriftfire.com/images/runes/item-crafting.png → pending (?ms, ?B)
[2026-04-26T00:11:54.586Z] GET https://www.wildriftfire.com/images/runes/sweet-tooth.png → pending (?ms, ?B)
[2026-04-26T00:11:54.586Z] GET https://www.wildriftfire.com/images/runes/axiom-arcanist.png → pending (?ms, ?B)
[2026-04-26T00:11:54.586Z] GET https://www.wildriftfire.com/images/runes/celerity.png → pending (?ms, ?B)
[2026-04-26T00:11:54.586Z] GET https://www.wildriftfire.com/images/runes/futures-market.png → pending (?ms, ?B)
[2026-04-26T00:11:54.586Z] GET https://www.wildriftfire.com/images/runes/transcendence.png → pending (?ms, ?B)
[2026-04-26T00:11:54.586Z] GET https://www.wildriftfire.com/images/runes/ixtali-seedjar.png → pending (?ms, ?B)
[2026-04-26T00:11:54.586Z] GET https://www.wildriftfire.com/images/runes/manaflow-band.png → pending (?ms, ?B)
[2026-04-26T00:11:54.586Z] GET https://www.wildriftfire.com/images/runes/nimbus-cloak.png → pending (?ms, ?B)
[2026-04-26T00:11:54.586Z] GET https://www.wildriftfire.com/images/runes/bone-plating.png → pending (?ms, ?B)
[2026-04-26T00:11:54.586Z] POST https://firestore.googleapis.com/google.firestore.v1.Firestore/Listen/channel?VER=8&database=projects%2Fwildrift-stats-600c0%2Fdatabases%2F(default)&gsessionid=NQkt4iY040KPKsVgN0ckgkpJpsxGFeK9UT7E4cCD6yUKP6zKC13lsg&SID=Q7AvcgIL05k1Qr0lq_AYuQ&RID=15688&AID=223&zx=bp6mimmaobjx&t=1 → pending (?ms, ?B)
[2026-04-26T00:11:54.800Z] POST https://firestore.googleapis.com/google.firestore.v1.Firestore/Listen/channel?VER=8&database=projects%2Fwildrift-stats-600c0%2Fdatabases%2F(default)&gsessionid=NQkt4iY040KPKsVgN0ckgkpJpsxGFeK9UT7E4cCD6yUKP6zKC13lsg&SID=Q7AvcgIL05k1Qr0lq_AYuQ&RID=15689&AID=226&zx=qi2wdtr9uvo&t=1 → 200 (170ms, 13B)
[2026-04-26T00:11:55.023Z] POST https://firestore.googleapis.com/google.firestore.v1.Firestore/Listen/channel?VER=8&database=projects%2Fwildrift-stats-600c0%2Fdatabases%2F(default)&gsessionid=NQkt4iY040KPKsVgN0ckgkpJpsxGFeK9UT7E4cCD6yUKP6zKC13lsg&SID=Q7AvcgIL05k1Qr0lq_AYuQ&RID=15690&AID=252&zx=6xb9atigpqdp&t=1 → 200 (168ms, 13B)
[2026-04-26T00:12:54.599Z] GET https://firestore.googleapis.com/google.firestore.v1.Firestore/Listen/channel?gsessionid=NQkt4iY040KPKsVgN0ckgkpJpsxGFeK9UT7E4cCD6yUKP6zKC13lsg&VER=8&database=projects%2Fwildrift-stats-600c0%2Fdatabases%2F(default)&RID=rpc&SID=Q7AvcgIL05k1Qr0lq_AYuQ&AID=255&CI=0&TYPE=xmlhttp&zx=1luftitzplm&t=1 → 200 (167ms, ?B)
[2026-04-26T00:12:55.028Z] POST https://firestore.googleapis.com/google.firestore.v1.Firestore/Listen/channel?VER=8&database=projects%2Fwildrift-stats-600c0%2Fdatabases%2F(default)&gsessionid=NQkt4iY040KPKsVgN0ckgkpJpsxGFeK9UT7E4cCD6yUKP6zKC13lsg&SID=Q7AvcgIL05k1Qr0lq_AYuQ&RID=15691&TYPE=terminate&zx=cyagpaa2806g → 200 (177ms, ?B)
[2026-04-26T00:14:14.896Z] GET file:///C:/Users/OMEN/AppData/Local/Temp/calc_test.html → 200 (28ms, 166177B)
[2026-04-26T00:14:14.931Z] GET https://ddragon.leagueoflegends.com/cdn/14.24.1/img/champion/Sion.png → 200 (15ms, 26066B)
[2026-04-26T00:14:14.931Z] GET https://www.wildriftfire.com/images/items/thornmail.png → 200 (15ms, 5681B)
[2026-04-26T00:14:14.931Z] GET https://www.wildriftfire.com/images/items/blade-of-the-ruined-king.png → 200 (16ms, 3238B)
[2026-04-26T00:14:14.931Z] GET https://www.wildriftfire.com/images/items/sunfire-aegis.png → 200 (18ms, 3270B)
[2026-04-26T00:14:14.931Z] GET https://www.wildriftfire.com/images/items/liandrys-torment.png → 200 (18ms, 3182B)
[2026-04-26T00:14:14.932Z] GET https://www.wildriftfire.com/images/items/divine-sunderer.png → 200 (17ms, 2218B)
